2.788736847212204939e+00 -9.744351259094710116e-01 -1.000000000000000000e+00
8.150179001662019029e-01 -2.381177124337520379e+00 -1.000000000000000000e+00
1.990996941230779305e+00 -1.203542447297918594e+00 -1.000000000000000000e+00
2.796189646994828415e+00 -1.547965744564588908e+00 -1.000000000000000000e+00
3.494146495545733089e+00 -2.677451421725802305e+00 -1.000000000000000000e+00
2.852412051261794090e+00 -1.164522043414125241e+00 -1.000000000000000000e+00
-1.375943878204655135e-01 -1.012629427376993352e+00 -1.000000000000000000e+00
3.584435113842093124e+00 -1.480938872027399711e+00 -1.000000000000000000e+00
1.687807308253493899e+00 -3.169108500217115321e+00 -1.000000000000000000e+00
9.545862013761934328e-01 -2.944325465339271641e+00 -1.000000000000000000e+00
7.053336044666596027e-01 -3.929872147500580226e+00 -1.000000000000000000e+00
3.980632496329219450e+00 -1.528239432723525804e+00 -1.000000000000000000e+00
2.832828306225225745e+00 -3.012649733854268597e+00 -1.000000000000000000e+00
3.377168800915082869e+00 -2.491329646865350522e+00 -1.000000000000000000e+00
7.896570378274254676e-01 -1.540452082639537812e+00 -1.000000000000000000e+00
1.503232264813567864e+00 -2.797444258874467682e+00 -1.000000000000000000e+00
2.388219895690050443e+00 -8.554279227636749638e-01 -1.000000000000000000e+00
1.115105987519783293e+00 -3.476387853307836284e-01 -1.000000000000000000e+00
4.461735244716057203e+00 -2.298138669383116728e+00 -1.000000000000000000e+00
2.767518588473007579e+00 -2.921034565660010074e+00 -1.000000000000000000e+00
1.555070956277762706e+00 -2.298499230514799763e+00 -1.000000000000000000e+00
2.499678652526274192e+00 -1.872587877551173952e+00 -1.000000000000000000e+00
-4.174337216475452195e-01 -2.984117458171129833e+00 -1.000000000000000000e+00
3.310394544895826741e+00 -2.397402840720196160e+00 -1.000000000000000000e+00
1.450678626430540907e+00 -3.117101768297226627e+00 -1.000000000000000000e+00
1.866732599695054340e+00 -6.114434373666401967e-01 -1.000000000000000000e+00
1.962358740289307457e+00 -3.742676975498342440e-01 -1.000000000000000000e+00
3.562894379150050028e+00 -2.768385342534279481e+00 -1.000000000000000000e+00
4.745664358279386708e-01 -1.252153748137500244e+00 -1.000000000000000000e+00
-1.589501874755492317e-01 -1.077548115451966382e+00 -1.000000000000000000e+00
2.359905962794069723e+00 -2.367551771737574029e+00 -1.000000000000000000e+00
3.379026166202411474e+00 -2.759537923307110674e+00 -1.000000000000000000e+00
3.300802623712391970e+00 -2.272115747721053403e+00 -1.000000000000000000e+00
3.590948296655938510e+00 -5.071078784702653053e+00 -1.000000000000000000e+00
3.875790287272419921e+00 -3.280330369814473013e+00 -1.000000000000000000e+00
1.548538453307575447e+00 -2.228138783187304739e+00 -1.000000000000000000e+00
2.341614028222028576e+00 -2.201677417956322103e+00 -1.000000000000000000e+00
3.935886980698296789e+00 -1.290140891501241782e+00 -1.000000000000000000e+00
3.792433075264326270e+00 -2.685340051178571663e+00 -1.000000000000000000e+00
8.543169053541019853e-01 -1.207832710088565076e+00 -1.000000000000000000e+00
3.151548497254380798e+00 -2.796391098651564988e+00 -1.000000000000000000e+00
3.323518584407628929e+00 -2.824310602945779181e+00 -1.000000000000000000e+00
3.179084526498438201e+00 -3.087538562027209554e+00 -1.000000000000000000e+00
2.164535681713199544e+00 -3.322768083314947329e+00 -1.000000000000000000e+00
4.221065504087336606e+00 -6.964149074283818575e-01 -1.000000000000000000e+00
2.153007154357280850e+00 -2.948265218152369638e+00 -1.000000000000000000e+00
1.127530531686762538e+00 -1.585612108298585676e+00 -1.000000000000000000e+00
2.280297970292902043e+00 -2.780051104413649110e+00 -1.000000000000000000e+00
1.166672714223588869e+00 -3.517672103084096058e+00 -1.000000000000000000e+00
2.405913230699018079e+00 -3.624741548012756720e+00 -1.000000000000000000e+00
1.063996863655447989e+00 -3.458744469988464409e+00 -1.000000000000000000e+00
5.853932846076457253e-01 -1.978128437619405045e+00 -1.000000000000000000e+00
5.425689276849825493e-01 -1.859751249249991911e+00 -1.000000000000000000e+00
1.662819151036518006e+00 -3.998158512039545087e+00 -1.000000000000000000e+00
1.974274911750931727e+00 -1.189206812200140018e+00 -1.000000000000000000e+00
2.759842090407693238e+00 -2.872007767651095111e+00 -1.000000000000000000e+00
1.430239466935589121e+00 -2.517722929708541724e+00 -1.000000000000000000e+00
1.898985099189470560e+00 -1.689427660999767378e+00 -1.000000000000000000e+00
3.087724122159051454e+00 -2.375207777471863846e+00 -1.000000000000000000e+00
1.126908086973523737e+00 -2.038777795282830763e+00 -1.000000000000000000e+00
2.575237321318327055e+00 -3.715285126997496246e+00 -1.000000000000000000e+00
1.929880762065706801e+00 -2.637974401900549992e+00 -1.000000000000000000e+00
3.324475553792683780e+00 -1.436640236130573900e+00 -1.000000000000000000e+00
3.734616387844607033e+00 -1.928003959507674558e+00 -1.000000000000000000e+00
2.100292437882005370e+00 -3.435560008461005843e+00 -1.000000000000000000e+00
2.963332450785513661e+00 -2.269925698097071454e+00 -1.000000000000000000e+00
3.103111055671034180e+00 -1.644152696246550693e+00 -1.000000000000000000e+00
2.510115118056061689e+00 -1.780036205825333617e+00 -1.000000000000000000e+00
1.351663459716581528e+00 -3.351734297569027632e+00 -1.000000000000000000e+00
2.909385004590413715e+00 -2.504252823187235855e+00 -1.000000000000000000e+00
2.929228538646227342e+00 -3.768520795973284709e-01 -1.000000000000000000e+00
1.606244655391653176e+00 2.939926044538054839e-02 -1.000000000000000000e+00
3.076727667976114411e+00 -3.718203347940285397e+00 -1.000000000000000000e+00
1.828270356702094146e+00 -1.651491509195466278e+00 -1.000000000000000000e+00
2.620117296445609423e+00 -1.900198212898159822e+00 -1.000000000000000000e+00
8.996075709614657079e-01 -1.243009227963390195e+00 -1.000000000000000000e+00
1.367814846792438033e+00 -1.616934310947620634e+00 -1.000000000000000000e+00
3.811541703807858283e+00 -2.079016254414893350e+00 -1.000000000000000000e+00
-8.304670383452208426e-01 -2.197418780377048630e+00 -1.000000000000000000e+00
2.032634570560175824e+00 -2.411723728025976676e+00 -1.000000000000000000e+00
3.400993970839580882e+00 -2.865080868792776680e+00 -1.000000000000000000e+00
3.736423278864334563e+00 -1.908466440550541154e+00 -1.000000000000000000e+00
1.480517199500771319e+00 -1.111183528721843672e+00 -1.000000000000000000e+00
1.285136474658533867e+00 -1.901633404414586614e+00 -1.000000000000000000e+00
1.768073960070737360e+00 -3.450692875412555427e-01 -1.000000000000000000e+00
2.398879450155123827e+00 -5.655800067379508356e-01 -1.000000000000000000e+00
2.107131231076165623e+00 -2.293502889711670711e+00 -1.000000000000000000e+00
1.243534215102588547e+00 -2.339458138952855037e+00 -1.000000000000000000e+00
4.053819933059195080e+00 -1.655539552825837202e+00 -1.000000000000000000e+00
2.211617300290733112e+00 -1.524524194854669057e+00 -1.000000000000000000e+00
1.270222790081351416e+00 -3.804587579409021370e+00 -1.000000000000000000e+00
5.224305466299097311e-01 -1.589658285369330848e+00 -1.000000000000000000e+00
2.288298863033807695e+00 -1.495615712898979321e+00 -1.000000000000000000e+00
2.277332477078548578e+00 -1.739793976708388534e+00 -1.000000000000000000e+00
3.411249896571803220e+00 -8.265719909965585366e-01 -1.000000000000000000e+00
1.802860425771981578e+00 -3.105176591050079260e+00 -1.000000000000000000e+00
2.769516223058139381e+00 -2.624278149224716028e+00 -1.000000000000000000e+00
1.513686123037100817e+00 -1.144222861678067193e+00 -1.000000000000000000e+00
2.197427060707389135e+00 -4.738450959748965463e-01 -1.000000000000000000e+00
3.500156688352879186e+00 -2.416811262033716545e+00 -1.000000000000000000e+00
-2.683877356710581807e+00 8.076402907461042169e-01 -1.000000000000000000e+00
-1.734120678340405508e+00 1.262953835383714640e+00 -1.000000000000000000e+00
-1.794571546191142009e+00 3.497349090150841278e+00 -1.000000000000000000e+00
-2.550488428738110436e+00 3.100275271957203760e+00 -1.000000000000000000e+00
-3.745599828856065905e+00 2.246821157377544953e+00 -1.000000000000000000e+00
-2.694123886937326073e+00 2.365701534156394281e+00 -1.000000000000000000e+00
-1.304107897178794051e+00 9.605555018034528381e-01 -1.000000000000000000e+00
-2.531687255290011151e+00 1.313966275878727830e+00 -1.000000000000000000e+00
-2.214289969494640964e+00 3.581177172579386614e+00 -1.000000000000000000e+00
-3.438661716040484873e+00 1.684750928702227535e+00 -1.000000000000000000e+00
-1.496916601315185780e+00 3.782664099213598696e+00 -1.000000000000000000e+00
-2.249760598220029717e+00 2.658830006416994962e+00 -1.000000000000000000e+00
-2.231115893524920235e+00 2.926480719398274033e+00 -1.000000000000000000e+00
-8.530750170600831517e-02 2.795073744848377117e+00 -1.000000000000000000e+00
-2.503982217828017554e+00 3.079581600536886565e+00 -1.000000000000000000e+00
-2.152891015671190011e+00 7.225858585284987701e-01 -1.000000000000000000e+00
-3.308091412775774565e+00 3.990366824688555525e+00 -1.000000000000000000e+00
-1.090872819760035473e+00 1.417248790249475920e+00 -1.000000000000000000e+00
-2.095889303696286010e+00 2.743650564477144282e+00 -1.000000000000000000e+00
-3.101239515010854042e+00 3.259147153830994625e+00 -1.000000000000000000e+00
-3.217387452790472224e+00 2.992220425362499103e+00 -1.000000000000000000e+00
-2.070637169914677500e-01 7.770968339684776183e-01 -1.000000000000000000e+00
-2.064576278786632191e+00 9.078458648291354294e-02 -1.000000000000000000e+00
-3.486811649788832845e+00 2.536108264441981675e+00 -1.000000000000000000e+00
-3.393514732620455110e-01 2.977152357794884630e+00 -1.000000000000000000e+00
